,ID,drugName,condition,patientreview,rating,reviewdate,Useful,Manual_Sentiment,review_cleaned,reviewchars,reviewchars_clean,reviewwords,reviewwords_clean,reviewsentence,reviewsentence_clean,emotions,NRCsent
2901,19316,Pregabalin,Neuropathic Pain,"""Works very well, the only draw back is weight gain.""",10.0,2016-04-19,36,1.0,work draw weight gain,53,21,14,4,1,1,"{'fear': 0.08333333333333333, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.08333333333333333, 'surprise': 0.08333333333333333, 'positive': 0.16666666666666666, 'negative': 0.08333333333333333, 'sadness': 0.08333333333333333, 'disgust': 0.08333333333333333, 'joy': 0.16666666666666666, 'anticipation': 0.16666666666666666}",positive
3225,2883,Dextromethorphan / quinidine,Pseudobulbar Affect,"""I started nuedexta  almost two months ago due to severe mood swings, angry outbursts and frequent crying episodes. Thanks to this medicine, these behaviors have pretty much stopped. I do think for two generic drugs, that the price should be lower.""",10.0,2016-04-18,20,1.0,start nuedexta month ago severe mood swing angry outburst frequent crying episode thank medicine behavior pretty stop think generic drug price low,249,146,49,22,3,1,"{'fear': 0.058823529411764705, 'anger': 0.11764705882352941, 'anticip': 0.0, 'trust': 0.058823529411764705, 'surprise': 0.058823529411764705, 'positive': 0.11764705882352941, 'negative': 0.17647058823529413, 'sadness': 0.11764705882352941, 'disgust': 0.058823529411764705, 'joy': 0.11764705882352941, 'anticipation': 0.11764705882352941}",negative
3262,214718,Warfarin,"Deep Vein Thrombosis, First Event","""This drug works well, but must be monitored very carefully and taken as prescribed.  I have been on this drug for blood clots in my legs and after surgery it has been prescribed as a preventative measure.

My mother has been on this drug for about 17 years as a preventative measure for strokes after having a mechnicial heart valve.  As she has gotten older, the tendancy for her has been difficulties controlling INR at the recommended level. If you have any bleeding while on this drug get to the doctor.  Do not ignore it thinking it will pass AND be careful with what you eat and drink as this will impact how the drug works.""",4.0,2008-11-06,24,0.0,drug work monitor carefully take prescribe drug blood clot leg surgery prescribe preventative measure mother drug year preventative measure stroke have mechnicial heart valve get old tendancy difficulty control inr recommend level bleeding drug doctor ignore think pass careful eat drink impact drug work,636,304,126,44,6,1,"{'fear': 0.12903225806451613, 'anger': 0.03225806451612903, 'anticip': 0.0, 'trust': 0.1935483870967742, 'surprise': 0.0, 'positive': 0.22580645161290322, 'negative': 0.16129032258064516, 'sadness': 0.16129032258064516, 'disgust': 0.03225806451612903, 'joy': 0.03225806451612903, 'anticipation': 0.03225806451612903}",positive
3427,63058,Tranexamic acid,Menorrhagia,"""I am taking Lysteda for the first time.  It works extremely well. My flow has been reduced by about 75%.  I used to soak through both a super absorbency tampon and overnight pad within two hours.  Now I can just wear a pad and it doesn&#039;t get full.  The only side effect that I&#039;m experiencing are headaches.  I don&#039;t normally get them, but the results are worth it.""",9.0,2011-08-20,51,1.0,take lysteda time work extremely flow reduce soak super absorbency tampon overnight pad hour wear pad not effect m experience headache not normally result worth,381,160,94,25,7,1,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.1, 'surprise': 0.0, 'positive': 0.4, 'negative': 0.3, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.2}",positive
3428,112157,Gabapentin,Neuropathic Pain,"""I was worried gabapentin would make me a zombie but to my surprise, it didn&#039;t. My pain management Dr gave me this for nerve pain in my face and fibromyalgia. It seems to help. 
I have been taking a very low dose of hydrocodone 2.5 to 5 mg as needed to take the edge off pain for several years.  I don&#039;t like hydrocodone or the feeling it gives me. I don&#039;t like the sleepy groggy feeling. If I feel like that, I am over medicated. But a little bit helps the pain...maybe I am an oddball but I only take the opioid when I am in real pain. 
I also take 300 Wellbutrin XL daily which works okay. Nothing has really worked  on my depression but at least I am doing okay. So I&#039;ll see how the gabapentin does. If it causes weight gain, I&#039;ll quit it""",6.0,2017-02-25,8,0.0,worried gabapentin zombie surprise not pain management dr give nerve pain face fibromyalgia help take low dose hydrocodone mg need edge pain year not like hydrocodone feeling give not like sleepy groggy feeling feel like medicated little bit help painmaybe oddball opioid real pain wellbutrin xl daily work okay work depression okay ill gabapentin cause weight gain ill quit,770,374,189,59,11,1,"{'fear': 0.14492753623188406, 'anger': 0.057971014492753624, 'anticip': 0.0, 'trust': 0.07246376811594203, 'surprise': 0.057971014492753624, 'positive': 0.11594202898550725, 'negative': 0.17391304347826086, 'sadness': 0.15942028985507245, 'disgust': 0.07246376811594203, 'joy': 0.07246376811594203, 'anticipation': 0.07246376811594203}",negative
3445,202658,Hydroxychloroquine,Undifferentiated Connective Tissue Disease,"""I was on this medication for one day when I began to gave sereve vomiting 30 minutes after taking it and stomach bloating and uncontrollable gas. By day six I called my doctor to tell him I had bilateral muscle weakness in my legs and could hardly walk a straight line without feeling like I was going to fall down. My doctor stopped the medication after six days after I began to take it when I presented with a known severe adverse side effect of this medication &quot; muscle weakness and loss of coordination&quot;""",1.0,2016-03-15,27,-1.0,medication day begin gave sereve vomiting minute take stomach bloat uncontrollable gas day call doctor tell bilateral muscle weakness leg hardly walk straight line feel like go fall doctor stop medication day begin present know severe adverse effect medication quot muscle weakness loss coordinationquot,520,303,103,44,3,1,"{'fear': 0.07142857142857142, 'anger': 0.10714285714285714, 'anticip': 0.0, 'trust': 0.10714285714285714, 'surprise': 0.07142857142857142, 'positive': 0.10714285714285714, 'negative': 0.25, 'sadness': 0.10714285714285714, 'disgust': 0.07142857142857142, 'joy': 0.03571428571428571, 'anticipation': 0.07142857142857142}",negative
3483,134746,Reglan,Gastroparesis,"""For me Reglan was a blessing as it ended my nausea, pain, and vomiting caused by gastroparesis. I know that for some people it comes with severe side effects. I was put on it for long term use. After reading up on it, I learned that it is recommended to be used for no longer than 12 weeks as that is often long enough to control symptoms for the time without the risk of long term use. If symptoms reoccur a person can go back on it. This happened to me. I was off it and went back on it for a month and my symptoms again improved. Also, reading the reviews, I see that some of you have been diagnosed with gastroparesis by doctors suspecting it. There are tests that can give a definitive diagnosis so another problem is not missed.""",8.0,2017-10-11,2,1.0,reglan blessing end nausea pain vomiting cause gastroparesis know people come severe effect long term use read learn recommend long week long control symptom time risk long term use symptom reoccur person happen go month symptom improve read review diagnose gastroparesis doctor suspect test definitive diagnosis problem miss,736,325,158,48,9,1,"{'fear': 0.11904761904761904, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.14285714285714285, 'surprise': 0.0, 'positive': 0.14285714285714285, 'negative': 0.23809523809523808, 'sadness': 0.047619047619047616, 'disgust': 0.023809523809523808, 'joy': 0.047619047619047616, 'anticipation': 0.23809523809523808}",negative
3534,46282,Modafinil,Obstructive Sleep Apnea/Hypopnea Syndrome,"""My first experience with modafinil wasn&#039;t as all said it to be. I have sleep apnea and have studied this drug for a long time. I decided to ask my doctor if I could try it. I was given the generic brand in Canada because it&#039;s fully covered for status Indians.I was given apo-modafinil and not very satisfied with the effects. It did help a bit thou. I then renewed the prescription and they gave me a different generic modafinil,Mar-modafinil. Government changed that. Wow what a difference. I love it! This can be my new love. I first noticed the pill was pill shaped and more dense. It seemed the apo-modafinil was easy to break and disintegrated easy under my tongue. This tells me it probably had alot of filler and less potent. Good stuff.""",8.0,2016-04-20,7,1.0,experience modafinil not say sleep apnea study drug long time decide ask doctor try give generic brand canada fully cover status indiansi give apomodafinil satisfied effect help bit thou renew prescription give different generic modafinilmarmodafinil government change wow difference love new love notice pill pill shape dense apomodafinil easy break disintegrate easy tongue tell probably alot filler potent good stuff,756,419,163,60,14,1,"{'fear': 0.09375, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.1875, 'surprise': 0.0625, 'positive': 0.34375, 'negative': 0.0625, 'sadness': 0.0, 'disgust': 0.03125, 'joy': 0.125, 'anticipation': 0.09375}",positive
3762,175173,Relistor,"Constipation, Drug Induced","""I suffer from chronic pain and have been on and off opioid therapy for much of my adult life. Because I suffer from chronic pelvic pain, constipation is extremely painful for me. Unfortunately natural and/or gentle laxatives were not strong enough for me, and strong laxatives were too hard on my system, so nothing was working for me until now. I have just started the treatments so I am just taking a little less than the 4 ml dose, twice a week.  So far, each time I have had my shot, I have had a %u2018normal%u2019 bowel movement within one hour. Overall if you are struggling with constipation as a result of pain medications, this very well could be the solution for you. It has been for me.""",8.0,2008-11-28,50,1.0,suffer chronic pain opioid therapy adult life suffer chronic pelvic pain constipation extremely painful unfortunately natural andor gentle laxative strong strong laxative hard system work start treatment take little ml dose twice week far time shot unormalu bowel movement hour overall struggle constipation result pain medication solution,700,339,147,47,7,1,"{'fear': 0.18181818181818182, 'anger': 0.06818181818181818, 'anticip': 0.0, 'trust': 0.022727272727272728, 'surprise': 0.022727272727272728, 'positive': 0.022727272727272728, 'negative': 0.3181818181818182, 'sadness': 0.18181818181818182, 'disgust': 0.11363636363636363, 'joy': 0.0, 'anticipation': 0.06818181818181818}",negative
3784,110994,Diclegis,Nausea/Vomiting of Pregnancy,"""Ok so I had very bad morining sickness with my other kids that&#039;s was horrible. my sickness lasted all day even lost 15 pounds """,8.0,2015-11-12,3,1.0,ok bad morining sickness kid s horrible sickness last day lose pound,133,68,32,12,2,1,"{'fear': 0.2, 'anger': 0.16, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.04, 'positive': 0.0, 'negative': 0.24, 'sadness': 0.16, 'disgust': 0.2, 'joy': 0.0}",negative
3961,171132,Methylnaltrexone,"Constipation, Drug Induced","""I suffer from chronic pain and have been on and off opioid therapy for much of my adult life. Because I suffer from chronic pelvic pain, constipation is extremely painful for me. Unfortunately natural and/or gentle laxatives were not strong enough for me, and strong laxatives were too hard on my system, so nothing was working for me until now. I have just started the treatments so I am just taking a little less than the 4 ml dose, twice a week.  So far, each time I have had my shot, I have had a %u2018normal%u2019 bowel movement within one hour. Overall if you are struggling with constipation as a result of pain medications, this very well could be the solution for you. It has been for me.""",8.0,2008-11-28,50,1.0,suffer chronic pain opioid therapy adult life suffer chronic pelvic pain constipation extremely painful unfortunately natural andor gentle laxative strong strong laxative hard system work start treatment take little ml dose twice week far time shot unormalu bowel movement hour overall struggle constipation result pain medication solution,700,339,147,47,7,1,"{'fear': 0.18181818181818182, 'anger': 0.06818181818181818, 'anticip': 0.0, 'trust': 0.022727272727272728, 'surprise': 0.022727272727272728, 'positive': 0.022727272727272728, 'negative': 0.3181818181818182, 'sadness': 0.18181818181818182, 'disgust': 0.11363636363636363, 'joy': 0.0, 'anticipation': 0.06818181818181818}",negative
